Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Exp_Prob                 
950000                   1.6820263085100386       1000001                  18.0                     599.7                    10                       6.74808931350708         379.259521484375         131                      0.002423421945422888     0.54999955               
1000000                  1.7689755194716983       1050001                  17.8                     1904.3                   10                       7.280002593994141        398.01593017578125       125                      0.004632602911442518     0.52749955               
1050000                  1.8485880829228296       1100001                  13.7                     503.7                    10                       7.365853786468506        403.9593505859375        123                      0.006034319754689932     0.50499955               
1100000                  1.9307239484786987       1150001                  31.0                     962.5                    10                       8.654865264892578        441.9646301269531        113                      0.003569569904357195     0.48249955               
1150000                  2.0156089086002775       1200001                  21.3                     1598.3                   10                       8.146553993225098        430.7240295410156        116                      0.002629202092066407     0.45999955               
1200000                  2.0962146402067607       1250001                  25.3                     760.2                    10                       9.266054153442383        458.018310546875         109                      0.0036354123149067163    0.43749955000000007      
1250000                  2.17723612566789         1300001                  30.7                     862.4                    10                       9.50475788116455         470.6950988769531        105                      0.0038100038655102253    0.41499955               
1300000                  2.257537597484059        1350001                  18.0                     739.3                    10                       10.158411026000977       494.0198059082031        101                      0.004775746259838343     0.39249955000000003      
1350000                  2.337499061955346        1400001                  28.3                     803.2                    10                       11.811110496520996       551.02197265625          90                       0.009206073358654976     0.36999954999999995      
1400000                  2.4178565886947845       1450001                  22.6                     821.3                    10                       11.771740913391113       542.9673461914062        92                       0.005551859270781279     0.34749955               
1450000                  2.4983954014380774       1500001                  31.0                     909.2                    10                       12.98809814453125        586.5833740234375        84                       0.0053054471500217915    0.32499955               
1500000                  2.578574720488654        1550001                  26.1                     839.7                    10                       12.101120948791504       556.3707275390625        89                       0.008089348673820496     0.30249955               
1550000                  2.658709474603335        1600001                  27.0                     882.4                    10                       14.934208869934082       655.9736938476562        76                       0.005946348421275616     0.27999955               
1600000                  2.741107783185111        1650001                  30.2                     1257.2                   10                       15.240001678466797       663.2134399414062        75                       0.003126947209239006     0.25749954999999997      
1650000                  2.8300639967785943       1700001                  27.1                     2499.5                   10                       16.40278434753418        688.6113891601562        72                       0.014331893995404243     0.23499954999999995      
1700000                  2.910668018658956        1750001                  34.2                     909.4                    10                       17.848487854003906       748.45458984375          66                       0.0037927045486867428    0.21249955000000004      
1750000                  2.996151166094674        1800001                  38.1                     1808.9                   10                       19.23809814453125        786.33349609375          63                       0.004189612809568644     0.18999955000000002      
1800000                  3.0812143594026566       1850001                  44.3                     1786.6                   10                       20.610172271728516       837.4576416015625        59                       0.010409337468445301     0.16749955               
1850000                  3.1664417178763284       1900001                  80.9                     1790.7                   10                       21.344825744628906       857.1551513671875        58                       0.003014354035258293     0.14499954999999998      
1900000                  3.2481127818425497       1950001                  47.3                     1062.4                   10                       21.379310607910156       861.5861206054688        58                       0.0032836871687322855    0.12249954999999996      
1950000                  3.340103200541602        2000001                  37.1                     3012.2                   10                       23.943397521972656       935.6224365234375        53                       0.005070621147751808     0.1                      
2000000                  3.4369329659144086       2050001                  27.5                     3801.1                   10                       23.19999885559082        903.8546752929688        55                       0.003945739008486271     0.1                      
2050000                  3.5207368825541603       2100001                  45.0                     1509.6                   10                       24.01886749267578        939.0001831054688        53                       0.004989770706743002     0.1                      
2100000                  3.604130280547672        2150001                  36.4                     1433.6                   10                       25.2156925201416         978.9999389648438        51                       0.006356758996844292     0.1                      
2150000                  3.6842930959992937       2200001                  43.4                     886.5                    10                       24.132076263427734       938.9810791015625        53                       0.005261218175292015     0.1                      
2200000                  3.768043621049987        2250001                  56.2                     1538.0                   10                       25.639999389648438       980.9199829101562        50                       0.01095591764897108      0.1                      
2250000                  3.8658595909012687       2300001                  46.2                     4205.9                   10                       26.204076766967773       1018.020263671875        49                       0.005397395696491003     0.1                      
2300000                  3.9528481054968303       2350001                  35.1                     2118.5                   10                       25.26000213623047        976.6600341796875        50                       0.008574862964451313     0.1                      
2350000                  4.038379861712456        2400001                  45.3                     1898.7                   10                       26.553192138671875       1036.36181640625         47                       0.003478200640529394     0.1                      
2400000                  4.131981937024328        2450001                  46.3                     3424.8                   10                       26.20408058166504        1015.2450561523438       49                       0.002753784880042076     0.1                      
2450000                  4.225413913793034        2500001                  34.0                     3421.5                   10                       27.166664123535156       1039.770751953125        48                       0.0034889092203229666    0.1                      
2500000                  4.3177890453073715       2550001                  32.8                     3247.7                   10                       26.204076766967773       1008.3876342773438       49                       0.00693842489272356      0.1                      
2550000                  4.406682119104597        2600001                  26.9                     2535.3                   10                       26.29166603088379        1023.791748046875        48                       0.002706107683479786     0.1                      
2600000                  4.491533673471874        2650001                  38.4                     1747.3                   10                       26.34693717956543        1014.775390625           49                       0.005875916685909033     0.1                      
2650000                  4.573562613593207        2700001                  80.9                     1208.9                   10                       25.627450942993164       977.3529663085938        51                       0.002705608494579792     0.1                      
2700000                  4.655261407693227        2750001                  64.6                     1101.3                   10                       28.543476104736328       1067.8043212890625       46                       0.003225261578336358     0.1                      
2750000                  4.736878852778011        2800001                  49.7                     1136.1                   10                       27.020828247070312       1031.0                   48                       0.003589375177398324     0.1                      
2800000                  4.820869813428985        2850001                  57.3                     1589.2                   10                       29.0                     1062.5870361328125       46                       0.006525613833218813     0.1                      
2850000                  4.909747910367118        2900001                  39.9                     2476.1                   10                       27.0                     995.7962036132812        49                       0.0071913106366992       0.1                      
2900000                  4.998936002850533        2950001                  40.8                     2561.2                   10                       26.700000762939453       991.6800537109375        50                       0.004215830005705357     0.1                      
